SPPLEO - Single Point Positioning for LEO satellites
____________________________________________________



Setup data
__________


Input file CMP_05_091_2F_SPPLEO.inp

Loading GPS observation data ...
  loaded /home/ae4872/Resources/Champ/CMP_05_091.rnx
  marker CHAMP
Select GPS observation data ...
  from   2005/04/01  00:00:00.000
  to     2005/04/01  23:59:30.000
  step   all
  first  2005/04/01  00:00:00.000
  last   2005/04/01  23:21:00.000
  total  8400 observations

Processing options:
  Single/dual frequ.       : L1/L2
  Position/velocity        : position only

Spacecraft parameters:
  SP3 s/c ID               : L06
  Antenna offset (XYZ) [m] :   -1.4880   0.0000  -0.3928

Edit limits:
  SNR                      : 0.0
  Elevation [deg]          : 0.0
  Sig(pseudorange) [m]     : 2.000
  Sig(range-rate) [m/s]    : 0.100
  PDOP                     : 6.0
  Min.number of obs.       : 4
  Min.number of obs.       : 4

Data weights:
  Sig(pseudorange) [m]     : 1.500

Loading GPS orbit and clock data ...
  loaded /home/ae4872/Resources/IGS/codx13165.sp3
  first  2005/04/01  00:00:00.000
  last   2005/04/01  23:59:30.000

Loading antenna offsets and patterns ...
  loaded /home/ae4872/Models/CMP_pod_est.atx
  loaded /home/ae4872/Models/igs05_1467_gnss.atx
Earth rotation parameters:
  UT1-UTC [s]              :  -0.573
  UTC-TAI [s]              : -32.000
  GPS-UTC [s]              :  13.000
  x_pole ["]               :  -0.029
  y_pole ["]               :   0.243


Single Point Positioning

  Date        GPS time          x[m]        y[m]        z[m]         cdt[m]   sigr[m] rmsPR[m]  nObs *
PR  postfit stddev threshold exceeded (2.36m);  discarding PRN G23 (resid   5.37m; SNR 47,55)
2005/04/01  02:41:40.000    -5180915.7   1761580.6  -3945979.8      -133.5      2.61    0.92    8(10) +
PR  postfit stddev threshold exceeded (19.06m);  discarding PRN G03 (resid  66.78m; SNR 5,10)
PR  postfit stddev threshold exceeded (2.29m);  discarding PRN G23 (resid   5.03m; SNR 45,52)
2005/04/01  02:41:50.000    -5138352.2   1746492.6  -4007950.5      -145.3      2.61    0.99    8(10) +
PR  postfit stddev threshold exceeded (17.80m);  discarding PRN G03 (resid  62.16m; SNR 5,11)
PR  postfit stddev threshold exceeded (2.90m);  discarding PRN G31 (resid  -7.33m; SNR 7,17)
2005/04/01  02:42:00.000    -5095146.1   1731117.7  -4069403.7      -122.4      2.68    1.10    8(10) +
PR  postfit stddev threshold exceeded (18.77m);  discarding PRN G03 (resid  66.30m; SNR 4,10)
2005/04/01  02:42:10.000    -5051298.0   1715449.5  -4130319.2      -122.6      2.59    0.75    9(10) +
PR  postfit stddev threshold exceeded (19.37m);  discarding PRN G03 (resid  63.98m; SNR 2,9)
2005/04/01  02:42:20.000    -5006825.0   1699497.5  -4190701.2      -126.7      2.69    0.37    8(9) +
PR  postfit stddev threshold exceeded (18.52m);  discarding PRN G03 (resid  61.23m; SNR 6,9)
2005/04/01  02:42:30.000    -4961726.8   1683261.1  -4250536.8       -93.0      2.69    0.70    8(9) +
PR  postfit stddev threshold exceeded (16.17m);  discarding PRN G03 (resid  53.54m; SNR 6,9)
2005/04/01  02:42:40.000    -4916016.9   1666741.5  -4309821.7       -50.1      2.69    0.59    8(9) +
2005/04/01  02:42:50.000    -4869693.1   1649940.3  -4368545.3       -34.0      2.70    0.57    8(8) +
2005/04/01  02:43:00.000    -4822767.2   1632857.4  -4426701.7       -23.0      3.37    0.31    7(7) +
2005/04/01  02:43:10.000    -4775242.4   1615495.3  -4484282.8       -20.1      3.37    0.33    7(7) +
2005/04/01  02:43:20.000    -4727126.9   1597854.6  -4541279.6       -42.8      2.78    0.18    8(8) +
2005/04/01  02:43:30.000    -4678428.8   1579937.4  -4597688.6       -62.2      2.78    0.26    8(8) +
2005/04/01  02:43:40.000    -4629152.5   1561744.4  -4653498.6       -47.8      2.78    0.17    8(8) +
2005/04/01  02:43:50.000    -4579307.8   1543278.1  -4708705.3       -43.7      2.77    0.37    8(8) +
2005/04/01  02:44:00.000    -4528897.2   1524539.7  -4763300.2       -62.9      2.77    0.21    8(8) +
2005/04/01  02:44:10.000    -4477933.5   1505531.0  -4817276.9       -56.6      2.77    0.45    8(8) +
2005/04/01  02:44:20.000    -4426415.7   1486252.3  -4870626.5       -45.4      2.77    0.71    8(8) +
2005/04/01  02:44:30.000    -4374357.0   1466706.5  -4923342.9       -67.7      2.77    1.09    8(8) +
2005/04/01  02:44:40.000    -4321764.3   1446897.2  -4975424.3       -88.7      2.76    0.51    8(8) +
2005/04/01  02:44:50.000    -4268644.3   1426822.8  -5026857.4       -92.0      2.76    0.65    8(8) +
2005/04/01  02:45:00.000    -4215002.3   1406486.7  -5077637.1       -80.5      2.76    1.07    8(8) +
2005/04/01  02:45:10.000    -4160848.1   1385891.8  -5127760.1       -55.9      2.76    0.69    8(8) +
2005/04/01  02:45:20.000    -4106186.4   1365037.7  -5177214.8       -70.8      2.76    1.20    8(8) +
2005/04/01  02:45:30.000    -4051026.5   1343927.8  -5226000.0       -84.8      2.76    1.00    8(8) +
2005/04/01  02:45:40.000    -3995375.7   1322564.6  -5274105.8       -71.2      2.76    1.24    8(8) +
2005/04/01  02:45:50.000    -3939242.0   1300950.4  -5321529.9       -75.3      2.76    0.39    8(8) +
PR  postfit stddev threshold exceeded (2.09m);  discarding PRN G23 (resid  -6.83m; SNR 11,19)
2005/04/01  02:46:00.000    -3882635.2   1279085.7  -5368264.1       -98.5      3.24    0.33    7(8) +
2005/04/01  02:46:10.000    -3825555.8   1256972.7  -5414299.4       -97.3      3.24    0.31    7(7) +
2005/04/01  02:46:20.000    -3768018.4   1234614.4  -5459633.1       -89.4      3.24    0.31    7(7) +
2005/04/01  02:46:30.000    -3710028.5   1212013.1  -5504257.7      -113.8      2.75    0.42    8(8) +
2005/04/01  02:46:40.000    -3651593.8   1189171.0  -5548169.8      -124.1      2.39    0.70    9(9) +
2005/04/01  02:46:50.000    -3592721.1   1166088.5  -5591360.3      -111.1      2.39    1.08    9(9) +
2005/04/01  02:47:00.000    -3533421.1   1142771.9  -5633828.7      -118.1      2.40    0.53    9(9) +
2005/04/01  02:47:10.000    -3473698.8   1119219.2  -5675564.1      -129.9      2.40    0.72    9(9) +
2005/04/01  02:47:20.000    -3413566.4   1095438.2  -5716566.1      -100.5      2.40    0.67    9(9) +
2005/04/01  02:47:30.000    -3353027.4   1071425.8  -5756825.2       -78.4      2.40    0.74    9(9) +
2005/04/01  02:47:40.000    -3292093.5   1047187.6  -5796338.6       -79.8      2.40    0.53    9(9) +
2005/04/01  02:47:50.000    -3230770.9   1022724.3  -5835101.2       -98.8      2.40    0.77    9(9) +
2005/04/01  02:48:00.000    -3169068.2    998041.8  -5873108.3      -131.2      2.40    0.42    9(9) +
2005/04/01  02:48:10.000    -3106993.0    973139.8  -5910352.6      -135.2      2.40    0.45    9(9) +
2005/04/01  02:48:20.000    -3044556.0    948021.5  -5946832.1      -140.1      2.40    0.50    9(10) +
2005/04/01  02:48:30.000    -2981763.7    922690.4  -5982539.4      -177.3      2.40    0.38    9(10) +
2005/04/01  02:48:40.000    -2918626.8    897148.2  -6017474.3      -194.9      2.41    0.53    9(10) +
2005/04/01  02:48:50.000    -2855148.5    871397.8  -6051627.7      -198.3      2.41    0.34    9(10) +
2005/04/01  02:49:00.000    -2791341.1    845443.1  -6084997.9      -172.4      2.41    0.64    9(10) +
PR  postfit stddev threshold exceeded (19.51m);  discarding PRN G21 (resid -61.43m; SNR 17,9)
2005/04/01  02:49:10.000    -2727215.3    819286.9  -6117579.2      -143.6      2.41    0.26    9(10) +
PR  postfit stddev threshold exceeded (15.02m);  discarding PRN G21 (resid -47.29m; SNR 19,11)
2005/04/01  02:49:20.000    -2662774.3    792931.3  -6149370.5      -148.1      2.41    0.53    9(10) +
2005/04/01  02:49:30.000    -2598032.2    766380.0  -6180363.6      -142.0      2.42    0.37    9(10) +
PR  postfit stddev threshold exceeded (2.34m);  discarding PRN G21 (resid  -7.13m; SNR 22,20)
2005/04/01  02:49:40.000    -2532992.7    739633.8  -6210555.6      -119.9      2.42    0.49    9(10) +
2005/04/01  02:49:50.000    -2467667.3    712698.2  -6239945.4      -123.8      2.31    0.77   10(10) +
2005/04/01  02:50:00.000    -2402064.1    685576.4  -6268524.6      -139.2      2.31    0.74   10(10) +
2005/04/01  02:50:10.000    -2336191.3    658270.0  -6296293.3      -119.8      2.32    0.51   10(10) +
2005/04/01  02:50:20.000    -2270058.4    630782.6  -6323247.3      -105.4      2.32    0.76   10(10) +
2005/04/01  02:50:30.000    -2203673.6    603117.3  -6349383.5      -115.5      2.32    0.93   10(10) +
PR  postfit stddev threshold exceeded (2.54m);  discarding PRN G13 (resid -10.13m; SNR 9,17)
2005/04/01  02:50:40.000    -2137046.2    575279.5  -6374702.5       -96.0      3.03    0.48    9(10) +
2005/04/01  02:50:50.000    -2070185.5    547267.9  -6399185.8       -60.2      2.33    0.33   10(10) +
2005/04/01  02:51:00.000    -2003099.2    519089.5  -6422847.1       -46.1      3.04    0.40    9(9) +
2005/04/01  02:51:10.000    -1935796.4    490745.8  -6445678.2       -33.9      3.05    0.34    9(9) +
2005/04/01  02:51:20.000    -1868286.6    462241.2  -6467671.1       -48.0      3.06    0.21    9(9) +
2005/04/01  02:51:30.000    -1800578.4    433578.1  -6488825.5       -40.6      3.02    0.62   10(10) +
2005/04/01  02:51:40.000    -1732680.0    404760.7  -6509149.5        -0.2      3.03    0.54   10(10) +
2005/04/01  02:51:50.000    -1664601.9    375792.1  -6528625.7        39.7      3.04    0.28   10(10) +
2005/04/01  02:52:00.000    -1596352.5    346676.1  -6547249.6        75.6      3.05    0.62   10(10) +
2005/04/01  02:52:10.000    -1527939.8    317415.4  -6565038.0        89.8      3.06    0.52   10(10) +
2005/04/01  02:52:20.000    -1459374.4    288013.8  -6581966.8        87.7      3.07    1.01   10(10) +
2005/04/01  02:52:30.000    -1390664.2    258476.0  -6598048.4        69.0      3.08    0.94   10(10) +
2005/04/01  02:52:40.000    -1321818.2    228804.0  -6613280.0        78.1      3.09    0.66   10(10) +
2005/04/01  02:52:50.000    -1252845.6    199002.4  -6627647.0        93.1      3.10    0.91   10(10) +
2005/04/01  02:53:00.000    -1183755.2    169074.6  -6641171.4        96.1      3.11    0.34   10(10) +
2005/04/01  02:53:10.000    -1114557.1    139024.3  -6653826.2        83.2      3.12    0.39   10(10) +
2005/04/01  02:53:20.000    -1045260.1    108854.9  -6665624.0        50.2      4.81    0.51    9(9) +
2005/04/01  02:53:30.000     -975872.1     78570.5  -6676555.9        37.3      4.81    0.24    9(9) +
2005/04/01  02:53:40.000     -906402.9     48174.6  -6686627.3        41.4      4.81    0.22    9(9) +
2005/04/01  02:53:50.000     -836862.2     17671.3  -6695833.3        16.0      4.82    0.13    9(9) +
2005/04/01  02:54:00.000     -767258.7    -12935.7  -6704171.4       -13.4      4.82    0.34    9(9) +
2005/04/01  02:54:10.000     -697600.4    -43642.8  -6711643.9       -44.1      4.82    0.34    9(9) +
2005/04/01  02:54:20.000     -627898.1    -74445.4  -6718246.1       -61.2      4.82    0.22    9(9) +
2005/04/01  02:54:30.000     -558160.5   -105340.3  -6723977.5       -63.9      4.83    0.12    9(9) +
2005/04/01  02:54:40.000     -488395.6   -136324.0  -6728844.8       -38.5      4.83    0.30    9(9) +
2005/04/01  02:54:50.000     -418613.7   -167391.0  -6732834.9       -12.4      4.83    0.35    9(9) +
2005/04/01  02:55:00.000     -348823.0   -198539.1  -6735959.1        15.0      4.84    0.21    9(9) +
2005/04/01  02:55:10.000     -279032.9   -229762.9  -6738211.2        27.4      4.84    0.37    9(9) +
2005/04/01  02:55:20.000     -209252.5   -261059.5  -6739590.1        14.9      4.84    0.16    9(9) +
2005/04/01  02:55:30.000     -139491.3   -292423.9  -6740100.3        24.3      4.84    0.19    9(9) +
2005/04/01  02:55:40.000      -69757.9   -323852.7  -6739736.2        38.8      4.85    0.28    9(9) +
2005/04/01  02:55:50.000         -60.9   -355341.4  -6738501.8        21.7      4.85    0.29    9(9) +
2005/04/01  02:56:00.000       69590.0   -386886.1  -6736393.6         6.9      4.86    0.14    9(9) +
2005/04/01  02:56:10.000      139185.4   -418482.8  -6733415.0        15.1      4.86    0.28    9(9) +
2005/04/01  02:56:20.000      208717.2   -450126.8  -6729564.6         0.7      4.86    0.28    9(9) +
2005/04/01  02:56:30.000      278176.2   -481815.1  -6724851.2       -26.4      4.87    0.54    9(9) +
2005/04/01  02:56:40.000      347552.8   -513541.7  -6719252.3       -40.6      4.87    0.30    9(9) +
2005/04/01  02:56:50.000      416838.7   -545304.7  -6712798.8       -40.8      4.87    0.51    9(9) +
2005/04/01  02:57:00.000      486024.6   -577098.1  -6705476.0       -14.8      4.88    0.70    9(9) +
2005/04/01  02:57:10.000      555102.4   -608917.6  -6697275.8         2.8      4.88    0.36    9(9) +
2005/04/01  02:57:20.000      624061.6   -640760.2  -6688215.7        24.9      4.89    0.47    9(9) +
2005/04/01  02:57:30.000      692894.6   -672620.6  -6678292.6        19.9      4.89    0.74    9(9) +
2005/04/01  02:57:40.000      761591.9   -704495.2  -6667499.8         5.1      4.90    0.44    9(9) +
2005/04/01  02:57:50.000      830145.4   -736378.7  -6655841.2        -6.6      4.90    0.44    9(9) +
2005/04/01  02:58:00.000      898545.1   -768268.1  -6643333.6        -9.6      4.91    0.55    9(9) +
2005/04/01  02:58:10.000      966783.0   -800157.7  -6629957.5       -13.2      4.91    0.35    9(9) +
PR  postfit stddev threshold exceeded (14.28m);  discarding PRN G22 (resid -90.95m; SNR 12,11)
2005/04/01  02:58:20.000     1034850.8   -832044.6  -6615722.4        -7.2      4.91    0.58    9(10) +
2005/04/01  02:58:30.000     1102738.5   -863924.1  -6600638.8         8.5      4.92    0.39    9(10) +
PR  postfit stddev threshold exceeded (13.16m);  discarding PRN G22 (resid -84.15m; SNR 15,11)
2005/04/01  02:58:40.000     1170437.9   -895790.9  -6584695.4        25.2      4.92    0.60    9(10) +
2005/04/01  02:58:50.000     1237940.9   -927640.7  -6567900.5        38.9      4.93    0.52    9(9) +
2005/04/01  02:59:00.000     1305238.3   -959470.3  -6550252.5        31.7      4.93    0.45    9(9) +
2005/04/01  02:59:10.000     1372320.6   -991274.2  -6531767.7        15.0      4.94    0.51    9(9) +
2005/04/01  02:59:20.000     1439181.8  -1023047.9  -6512426.7       -21.2      2.58    0.83   10(10) +
2005/04/01  02:59:30.000     1505811.1  -1054788.4  -6492244.1       -25.1      2.58    0.34   10(10) +
2005/04/01  02:59:40.000     1572200.0  -1086490.0  -6471226.0       -26.5      2.58    0.47   10(10) +
2005/04/01  02:59:50.000     1638341.3  -1118149.2  -6449367.8       -57.3      2.58    0.29   10(10) +
2005/04/01  03:00:00.000     1704225.4  -1149760.5  -6426674.8       -71.2      2.58    0.47   10(10) +
2005/04/01  03:00:10.000     1769844.3  -1181318.5  -6403147.9       -68.9      2.58    0.47   10(10) +
2005/04/01  03:00:20.000     1835190.1  -1212822.2  -6378794.7       -91.6      2.58    0.49   10(10) +
2005/04/01  03:00:30.000     1900253.7  -1244263.3  -6353615.5      -119.0      2.58    0.66   10(10) +
2005/04/01  03:00:40.000     1965027.3  -1275641.0  -6327612.4      -117.6      2.58    0.63   10(10) +
2005/04/01  03:00:50.000     2029502.7  -1306947.0  -6300788.0      -104.8      2.58    0.78   10(10) +
2005/04/01  03:01:00.000     2093671.2  -1338180.4  -6273151.6       -68.2      2.58    0.89   10(10) +
2005/04/01  03:01:10.000     2157525.6  -1369334.8  -6244702.9       -56.4      2.58    0.90   10(10) +
2005/04/01  03:01:20.000     2221056.4  -1400405.2  -6215440.3       -62.6      2.58    1.38   10(10) +
2005/04/01  03:01:30.000     2284255.1  -1431387.6  -6185377.7       -35.5      2.58    1.46   10(10) +
2005/04/01  03:01:40.000     2347118.0  -1462277.6  -6154510.5       -17.9      2.58    1.04   10(10) +
2005/04/01  03:01:50.000     2409631.9  -1493071.9  -6122845.7       -24.3      2.58    0.85   10(10) +
2005/04/01  03:02:00.000     2471790.7  -1523764.3  -6090389.7        -9.2      2.58    1.35   10(10) +
2005/04/01  03:02:10.000     2533588.7  -1554352.7  -6057146.5        25.4      2.58    0.57   10(10) +
2005/04/01  03:02:20.000     2595014.5  -1584829.5  -6023116.9        30.4      2.58    1.08   10(10) +
2005/04/01  03:02:30.000     2656062.2  -1615192.5  -5988305.2        24.7      2.58    1.43   10(10) +
2005/04/01  03:02:40.000     2716725.7  -1645437.7  -5952723.3        -5.3      2.63    1.43    9(9) +
PR  postfit stddev threshold exceeded (2.72m);  discarding PRN G08 (resid  -7.55m; SNR 13,29)
2005/04/01  03:02:50.000     2776995.8  -1675557.2  -5916361.3       -29.3      3.57    0.53    7(9) +
2005/04/01  03:03:00.000     2836860.0  -1705547.3  -5879234.1       -39.3      3.35    0.61    8(8) +
PR  postfit stddev threshold exceeded (2.71m);  discarding PRN G08 (resid  -7.69m; SNR 10,23)
2005/04/01  03:03:10.000     2896321.0  -1735408.3  -5841348.7       -64.2      3.58    0.33    7(8) +
2005/04/01  03:03:20.000     2955360.2  -1765128.6  -5802701.4       -97.5      3.36    0.85    8(8) +
2005/04/01  03:03:30.000     3013978.6  -1794710.1  -5763306.0       -96.2      3.37    0.60    8(8) +
2005/04/01  03:03:40.000     3072166.2  -1824145.3  -5723162.0      -108.4      2.23    0.44    9(9) +
2005/04/01  03:03:50.000     3129913.4  -1853429.6  -5682275.4      -144.7      2.23    0.76    9(9) +
2005/04/01  03:04:00.000     3187218.7  -1882561.1  -5640654.3      -154.6      2.23    0.48    9(9) +
2005/04/01  03:04:10.000     3244068.0  -1911530.3  -5598296.2      -155.2      2.48    0.50    8(8) +
2005/04/01  03:04:20.000     3300459.7  -1940338.3  -5555218.2      -129.1      2.48    0.45    8(8) +
2005/04/01  03:04:30.000     3356380.9  -1968976.4  -5511414.8      -121.2      2.48    0.55    8(8) +
2005/04/01  03:04:40.000     3411832.4  -1997443.5  -5466897.2      -141.0      2.48    0.25    8(8) +
2005/04/01  03:04:50.000     3466799.9  -2025733.4  -5421673.0      -146.5      2.48    0.15    8(8) +
2005/04/01  03:05:00.000     3521280.1  -2053841.3  -5375743.0      -147.3      2.48    0.27    8(8) +
2005/04/01  03:05:10.000     3575265.6  -2081764.3  -5329116.0      -124.7      2.48    0.38    8(8) +
2005/04/01  03:05:20.000     3628750.6  -2109497.6  -5281797.4      -111.3      2.48    0.22    8(8) +
2005/04/01  03:05:30.000     3681727.0  -2137036.2  -5233792.6      -135.9      2.48    0.36    8(8) +
2005/04/01  03:05:40.000     3734189.9  -2164376.7  -5185110.4      -149.1      3.19    0.33    7(7) +
2005/04/01  03:05:50.000     3786130.2  -2191513.4  -5135753.3      -150.8      3.19    0.23    7(7) +
2005/04/01  03:06:00.000     3837543.9  -2218443.7  -5085730.1      -130.2      3.19    0.29    7(7) +
2005/04/01  03:06:10.000     3888423.6  -2245162.4  -5035046.3      -114.6      3.19    0.26    7(7) +
2005/04/01  03:06:20.000     3938763.1  -2271665.7  -4983709.3      -139.3      3.19    0.22    7(7) +
2005/04/01  03:06:30.000     3988555.0  -2297948.1  -4931723.7      -160.7      3.19    0.36    7(7) +
2005/04/01  03:06:40.000     4037795.4  -2324007.1  -4879098.1      -168.4      3.19    0.26    7(7) +
2005/04/01  03:06:50.000     4086475.8  -2349837.2  -4825837.2      -162.4      3.19    0.23    7(7) +
2005/04/01  03:07:00.000     4134592.4  -2375434.8  -4771951.6      -154.0      3.19    0.17    7(7) +
2005/04/01  03:07:10.000     4182138.7  -2400796.1  -4717446.3      -187.4      3.19    0.37    7(7) +
2005/04/01  03:07:20.000     4229110.2  -2425916.6  -4662326.5      -222.2      3.19    0.21    7(7) +
2005/04/01  03:07:30.000     4275495.7  -2450791.4  -4606601.1      -240.2      3.19    0.35    7(7) +
2005/04/01  03:07:40.000     4321297.7  -2475418.1  -4550279.2      -243.2      3.19    0.59    7(7) +
2005/04/01  03:07:50.000     4366501.4  -2499790.7  -4493362.7      -243.1      3.19    0.32    7(7) +
2005/04/01  03:08:00.000     4411109.2  -2523906.5  -4435863.2      -217.8      3.19    0.34    7(7) +
2005/04/01  03:08:10.000     4455113.5  -2547761.7  -4377788.2      -200.1      3.19    0.50    7(7) +
2005/04/01  03:08:20.000     4498504.3  -2571350.1  -4319140.9      -220.7      3.19    0.18    7(7) +
2005/04/01  03:08:30.000     4541282.1  -2594670.6  -4259934.8      -227.4      3.20    0.28    7(7) +
2005/04/01  03:08:40.000     4583440.2  -2617717.8  -4200173.7      -220.2      3.20    0.32    7(7) +
2005/04/01  03:08:50.000     4624972.5  -2640487.1  -4139867.0      -242.5      3.20    0.50    7(7) +
2005/04/01  03:09:00.000     4665873.3  -2662975.5  -4079020.7      -272.7      3.20    0.47    7(7) +
2005/04/01  03:09:10.000     4706140.3  -2685179.1  -4017644.4      -272.1      3.20    0.64    7(7) +
2005/04/01  03:09:20.000     4745766.0  -2707095.4  -3955744.8      -258.1      3.20    0.38    7(7) +
2005/04/01  03:09:30.000     4784748.9  -2728718.5  -3893331.5      -233.4      3.21    0.45    7(7) +
2005/04/01  03:09:40.000     4823080.7  -2750045.5  -3830411.5      -238.6      3.21    0.45    7(7) +
2005/04/01  03:09:50.000     4860758.8  -2771072.4  -3766992.9      -254.3      3.21    0.41    7(7) +
2005/04/01  03:10:00.000     4897777.0  -2791794.6  -3703083.6      -237.2      3.21    1.25    7(7) +
2005/04/01  03:10:10.000     4934130.5  -2812209.4  -3638691.0      -219.7      3.22    0.68    7(7) +
2005/04/01  03:10:20.000     4969820.1  -2832315.1  -3573826.3      -227.4      3.22    0.41    7(7) +
2005/04/01  03:10:30.000     5004835.5  -2852105.4  -3508496.3      -217.5      3.22    0.23    7(7) +
2005/04/01  03:10:40.000     5039176.8  -2871575.3  -3442709.0      -194.7      3.23    1.12    7(7) +
2005/04/01  03:10:50.000     5072838.5  -2890726.7  -3376474.4      -200.2      3.23    0.77    7(7) +
2005/04/01  03:11:00.000     5105814.2  -2909549.8  -3309797.9      -205.8      3.23    1.06    7(7) +
2005/04/01  03:11:10.000     5138101.3  -2928046.9  -3242690.6      -180.8      3.24    0.24    7(7) +
2005/04/01  03:11:20.000     5169701.9  -2946210.1  -3175162.2      -167.5      3.24    0.60    7(7) +
2005/04/01  03:11:30.000     5200606.1  -2964038.6  -3107220.7      -170.3      3.24    0.70    7(7) +
2005/04/01  03:11:40.000     5230808.8  -2981527.8  -3038872.2      -144.8      2.61    0.57    8(8) +
2005/04/01  03:11:50.000     5260310.6  -2998674.4  -2970128.6      -114.4      2.61    0.54    8(8) +
PR  postfit stddev threshold exceeded (2.32m);  discarding PRN G29 (resid  -5.83m; SNR 14,27)
2005/04/01  03:12:00.000     5289108.2  -3015476.9  -2900997.9      -115.9      2.96    0.87    7(8) +
2005/04/01  03:12:10.000     5317195.0  -3031927.7  -2831489.1      -126.5      2.62    1.20    8(8) +
2005/04/01  03:12:20.000     5344567.7  -3048028.1  -2761612.0      -153.2      2.62    0.85    8(8) +
2005/04/01  03:12:30.000     5371234.0  -3063773.9  -2691375.0      -147.8      2.63    0.97    8(8) +
2005/04/01  03:12:40.000     5397170.3  -3079158.9  -2620784.5      -137.7      2.63    0.93    8(8) +
2005/04/01  03:12:50.000     5422395.0  -3094185.8  -2549855.2      -152.5      2.63    0.61    8(8) +
2005/04/01  03:13:00.000     5446892.4  -3108846.3  -2478592.8      -158.8      2.64    1.31    8(8) +
PR  postfit stddev threshold exceeded (3.14m);  discarding PRN G29 (resid  -8.89m; SNR 7,20)
2005/04/01  03:13:10.000     5470663.6  -3123142.3  -2407006.9      -129.0      3.00    0.53    7(8) +
2005/04/01  03:13:20.000     5493702.1  -3137063.3  -2335106.0      -126.0      2.65    1.14    8(8) +
2005/04/01  03:13:30.000     5516017.3  -3150616.4  -2262903.0      -133.7      3.01    0.73    7(7) +
2005/04/01  03:13:40.000     5537594.7  -3163789.9  -2190402.8      -115.4      3.02    0.22    7(7) +
2005/04/01  03:13:50.000     5558438.6  -3176587.1  -2117619.0       -96.6      4.40    0.13    6(6) +
2005/04/01  03:14:00.000     5578538.8  -3189000.0  -2044556.5      -109.0      4.41    0.29    6(6) +
2005/04/01  03:14:10.000     5597898.0  -3201026.7  -1971227.7      -102.7      4.41    0.44    6(6) +
2005/04/01  03:14:20.000     5616519.1  -3212670.3  -1897642.5       -71.4      4.42    0.13    6(6) +
2005/04/01  03:14:30.000     5634393.7  -3223923.1  -1823809.7       -65.9      4.43    0.10    6(6) +
2005/04/01  03:14:40.000     5651522.5  -3234784.7  -1749738.3       -67.8      4.44    0.38    6(6) +
2005/04/01  03:14:50.000     5667902.0  -3245247.9  -1675438.5       -97.2      4.44    0.36    6(6) +
2005/04/01  03:15:00.000     5683530.4  -3255314.6  -1600919.4      -112.8      3.78    0.67    7(7) +
2005/04/01  03:15:10.000     5698410.5  -3264983.6  -1526193.2      -103.3      3.79    0.35    7(7) +
2005/04/01  03:15:20.000     5712540.0  -3274250.2  -1451268.3      -115.2      3.10    1.40    8(8) +
2005/04/01  03:15:30.000     5725911.2  -3283109.9  -1376151.4      -138.5      3.10    1.39    8(8) +
2005/04/01  03:15:40.000     5738528.6  -3291565.9  -1300854.5      -135.3      3.10    0.49    8(8) +
2005/04/01  03:15:50.000     5750390.1  -3299611.3  -1225389.2      -140.5      3.09    0.67    8(8) +
2005/04/01  03:16:00.000     5761492.1  -3307246.2  -1149762.5      -171.3      3.09    0.13    8(8) +
2005/04/01  03:16:10.000     5771838.3  -3314466.1  -1073986.9      -177.8      3.09    0.73    8(8) +
2005/04/01  03:16:20.000     5781426.6  -3321272.3   -998070.7      -168.7      3.09    0.82    8(8) +
2005/04/01  03:16:30.000     5790251.9  -3327660.8   -922023.5      -194.6      3.09    0.29    8(8) +
2005/04/01  03:16:40.000     5798320.5  -3333629.9   -845857.0      -219.2      3.09    0.91    8(8) +
2005/04/01  03:16:50.000     5805627.0  -3339178.5   -769579.2      -218.3      3.09    0.25    8(8) +
2005/04/01  03:17:00.000     5812175.0  -3344304.4   -693201.2      -204.8      3.09    0.76    8(8) +
2005/04/01  03:17:10.000     5817958.2  -3349003.1   -616733.0      -180.7      3.09    0.37    8(8) +
2005/04/01  03:17:20.000     5822979.7  -3353275.5   -540182.2      -189.7      3.09    0.62    8(8) +
2005/04/01  03:17:30.000     5827240.1  -3357119.2   -463563.3      -207.8      3.09    1.32    8(8) +
2005/04/01  03:17:40.000     5830742.0  -3360535.8   -386882.6      -198.6      3.09    0.52    8(8) +
2005/04/01  03:17:50.000     5833479.7  -3363516.1   -310151.9      -197.9      3.09    1.30    8(8) +
2005/04/01  03:18:00.000     5835457.4  -3366067.8   -233381.2      -201.2      3.09    1.13    8(8) +
2005/04/01  03:18:10.000     5836675.4  -3368183.3   -156578.1      -186.3      3.24    0.57    7(7) +
2005/04/01  03:18:20.000     5837131.4  -3369863.9    -79755.5      -166.4      3.24    0.25    7(7) +
2005/04/01  03:18:30.000     5836827.8  -3371106.2     -2922.4      -185.1      3.24    0.26    7(7) +
2005/04/01  03:18:40.000     5835764.2  -3371909.8     73910.3      -202.4      3.24    0.64    7(8) +
2005/04/01  03:18:50.000     5833942.5  -3372271.5    150734.5      -198.5      3.24    0.57    7(7) +
2005/04/01  03:19:00.000     5831364.9  -3372194.7    227537.8      -214.5      3.24    0.37    7(7) +
2005/04/01  03:19:10.000     5828028.0  -3371675.3    304312.5      -246.7      3.24    0.58    7(7) +
2005/04/01  03:19:20.000     5823935.8  -3370712.6    381046.4      -236.5      2.49    0.59    8(8) +
2005/04/01  03:19:30.000     5819091.4  -3369305.5    457730.9      -230.2      2.49    0.90    8(8) +
2005/04/01  03:19:40.000     5813494.4  -3367453.6    534355.3      -251.3      2.26    0.72    9(9) +
